taxid	organism_name	annotation_id	annotation_url	assembly_accession	assembly_url	busco_complete	busco_duplicated	busco_single_copy	busco_fragmented	busco_missing
82174	Pseudorca crassidens	48ed2391aaf63acb576e130e8cef9cac	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/906/515/GCF_039906515.1_mPseCra1.hap1/GCF_039906515.1_mPseCra1.hap1_genomic.gff.gz	GCF_039906515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/906/515/GCF_039906515.1_mPseCra1.hap1/GCF_039906515.1_mPseCra1.hap1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
83527	Acomys percivali	9c77ff4fcf2c17b505e8843d836143e0	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Acomys_percivali/GCA_964186705.1/ensembl/geneset/2024_07/genes.gff3.gz	GCA_964186705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/186/705/GCA_964186705.1_mAcoPer2-scaffold/GCA_964186705.1_mAcoPer2-scaffold_genomic.fna.gz	98.4	3.9	94.6	1.6	0.0
83528	Acomys minous	e94f9561e94ed9af5e274997aacf1160	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/271/855/GCF_964271855.1_mAcoMin1.4/GCF_964271855.1_mAcoMin1.4_genomic.gff.gz	GCF_964271855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/271/855/GCF_964271855.1_mAcoMin1.4/GCF_964271855.1_mAcoMin1.4_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
83653	Grampus griseus	15f43d38e44121792f2b0bc6adb9340c	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Grampus_griseus/GCA_964374135.1/ensembl/geneset/2025_05/genes.gff3.gz	GCA_964374135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/374/135/GCA_964374135.1_mGraGri1.hap1.1/GCA_964374135.1_mGraGri1.hap1.1_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
83762	Acomys kempi	5bd834b3660db879ffb10d07e1d3dbf2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Acomys_kempi/GCA_964186715.1/ensembl/geneset/2024_07/genes.gff3.gz	GCA_964186715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/186/715/GCA_964186715.1_mAcoKem2_scaffolds/GCA_964186715.1_mAcoKem2_scaffolds_genomic.fna.gz	98.4	2.3	96.1	1.6	0.0
84702	Cervus hanglu yarkandensis	10f7b00641541b70d29685677946e7b7	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cervus_hanglu_yarkandensis/GCA_010411085.1/ensembl/geneset/2020_02/genes.gff3.gz	GCA_010411085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/411/085/GCA_010411085.1_CEY_v1/GCA_010411085.1_CEY_v1_genomic.fna.gz	96.9	6.2	90.7	1.6	1.6
88029	Semnopithecus entellus	35b00b62fa85cf74dbfdd732d33ee4c2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/655/295/GCA_047655295.1_SemEnt/GCA_047655295.1_SemEnt_genomic.gff.gz	GCA_047655295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/655/295/GCA_047655295.1_SemEnt/GCA_047655295.1_SemEnt_genomic.fna.gz	86.0	0.0	86.0	3.9	10.1
89248	Equus quagga	e34f1f75a9a719acc26aa751f9cb0e68	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/613/505/GCF_021613505.1_UCLA_HA_Equagga_1.0/GCF_021613505.1_UCLA_HA_Equagga_1.0_genomic.gff.gz	GCF_021613505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/613/505/GCF_021613505.1_UCLA_HA_Equagga_1.0/GCF_021613505.1_UCLA_HA_Equagga_1.0_genomic.fna.gz	97.7	7.8	89.9	1.6	0.8
89399	Rhinolophus sinicus	bccccce1e42ff27e2d44c79e685b2fa8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/562/045/GCF_036562045.2_ASM3656204v1/GCF_036562045.2_ASM3656204v1_genomic.gff.gz	GCF_036562045.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/562/045/GCF_036562045.2_ASM3656204v1/GCF_036562045.2_ASM3656204v1_genomic.fna.gz	97.7	0.8	96.9	1.6	0.8
89462	Bubalus bubalis	efd5b7045005564d1c3469aaa2eeba32	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/923/935/GCF_019923935.1_NDDB_SH_1/GCF_019923935.1_NDDB_SH_1_genomic.gff.gz	GCF_019923935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/923/935/GCF_019923935.1_NDDB_SH_1/GCF_019923935.1_NDDB_SH_1_genomic.fna.gz	98.4	2.3	96.1	1.6	0.0
89673	Phyllostomus discolor	1561f18f9158783c37d4c34483737da5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/475/GCF_004126475.2_mPhyDis1.pri.v3/GCF_004126475.2_mPhyDis1.pri.v3_genomic.gff.gz	GCF_004126475.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/126/475/GCF_004126475.2_mPhyDis1.pri.v3/GCF_004126475.2_mPhyDis1.pri.v3_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
92651	Macrotis lagotis	cdc2c06b1af8cce7745661179a49ceb6	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/893/015/GCF_037893015.1_bilby.v1.9.chrom.fasta/GCF_037893015.1_bilby.v1.9.chrom.fasta_genomic.gff.gz	GCF_037893015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/893/015/GCF_037893015.1_bilby.v1.9.chrom.fasta/GCF_037893015.1_bilby.v1.9.chrom.fasta_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
93162	Marmota flaviventris	8f4d641772d331fd0e4ef21398e24745	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/511/675/GCF_047511675.1_mMarFla1.hap1/GCF_047511675.1_mMarFla1.hap1_genomic.gff.gz	GCF_047511675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/511/675/GCF_047511675.1_mMarFla1.hap1/GCF_047511675.1_mMarFla1.hap1_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
93163	Marmota himalayana	a0c999f13098c530771f01c3f56861bf	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Marmota_himalayana/GCA_005280165.1/ensembl/geneset/2020_05/genes.gff3.gz	GCA_005280165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/165/GCA_005280165.1_ASM528016v1/GCA_005280165.1_ASM528016v1_genomic.fna.gz	89.9	3.1	86.8	6.2	3.9
94247	Dipodomys merriami	a41d95a205b3c519f40d01ce77a176e2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/711/535/GCF_024711535.1_mDipMer1.0.p/GCF_024711535.1_mDipMer1.0.p_genomic.gff.gz	GCF_024711535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/711/535/GCF_024711535.1_mDipMer1.0.p/GCF_024711535.1_mDipMer1.0.p_genomic.fna.gz	99.2	23.3	76.0	0.8	0.0
94439	Tenrec ecaudatus	811131ccb7c2debdd68ec088800acf0d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/624/435/GCF_050624435.1_mTenEca1.hap1/GCF_050624435.1_mTenEca1.hap1_genomic.gff.gz	GCF_050624435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/624/435/GCF_050624435.1_mTenEca1.hap1/GCF_050624435.1_mTenEca1.hap1_genomic.fna.gz	98.4	2.3	96.1	0.0	1.6
95912	Hyaena hyaena	f47d5ae7a1d72805e4aa32b3d9a7e551	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/009/895/GCF_003009895.1_ASM300989v1/GCF_003009895.1_ASM300989v1_genomic.gff.gz	GCF_003009895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/009/895/GCF_003009895.1_ASM300989v1/GCF_003009895.1_ASM300989v1_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
98922	Myotis daubentonii	55aeb32c412f0046c31f359e039375f2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/259/705/GCF_963259705.1_mMyoDau2.1/GCF_963259705.1_mMyoDau2.1_genomic.gff.gz	GCF_963259705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/259/705/GCF_963259705.1_mMyoDau2.1/GCF_963259705.1_mMyoDau2.1_genomic.fna.gz	99.2	10.9	88.4	0.8	0.0
99487	Elephas maximus indicus	1760105ffc913d2e30c86b990fa27e97	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Elephas_maximus_indicus/GCA_024166365.1/ensembl/geneset/2023_06/genes.gff3.gz	GCA_024166365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/166/365/GCA_024166365.1_mEleMax1_primary_haplotype/GCA_024166365.1_mEleMax1_primary_haplotype_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
100897	Alexandromys fortis	d5b11d5bb0d5c1cc8b0b04b174e91db5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/885/135/GCF_014885135.2_M_Fortis_MF-2015_v1.1/GCF_014885135.2_M_Fortis_MF-2015_v1.1_genomic.gff.gz	GCF_014885135.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/885/135/GCF_014885135.2_M_Fortis_MF-2015_v1.1/GCF_014885135.2_M_Fortis_MF-2015_v1.1_genomic.fna.gz	99.2	8.5	90.7	0.0	0.8
103600	Sousa chinensis	f5a9e2e0070ddfdc56bca40eca4e1a94	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Sousa_chinensis/GCA_007760645.1/ensembl/geneset/2020_10/genes.gff3.gz	GCA_007760645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/760/645/GCA_007760645.1_ASM776064v1/GCA_007760645.1_ASM776064v1_genomic.fna.gz	95.3	3.9	91.5	3.1	1.6
105255	Dipodomys spectabilis	24eda1bc0b8d93ecb4f77d61d30ee1a0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/054/845/GCF_019054845.1_ASM1905484v1/GCF_019054845.1_ASM1905484v1_genomic.gff.gz	GCF_019054845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/054/845/GCF_019054845.1_ASM1905484v1/GCF_019054845.1_ASM1905484v1_genomic.fna.gz	99.2	5.4	93.8	0.8	0.0
105296	Apodemus speciosus	09d1831976b15783f111d2b924fa4cf0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/298/715/GCA_045298715.1_Apodemus_speciosus_assembly02/GCA_045298715.1_Apodemus_speciosus_assembly02_genomic.gff.gz	GCA_045298715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/298/715/GCA_045298715.1_Apodemus_speciosus_assembly02/GCA_045298715.1_Apodemus_speciosus_assembly02_genomic.fna.gz					
109475	Suncus etruscus	ba453c053fd8ec92f0d01e69ca7078a9	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/139/225/GCF_024139225.1_mSunEtr1.pri.cur/GCF_024139225.1_mSunEtr1.pri.cur_genomic.gff.gz	GCF_024139225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/139/225/GCF_024139225.1_mSunEtr1.pri.cur/GCF_024139225.1_mSunEtr1.pri.cur_genomic.fna.gz	100.0	7.0	93.0	0.0	0.0
109478	Myotis brandtii	579dac008906fe78e96b90dba0d7815e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/655/GCF_000412655.1_ASM41265v1/GCF_000412655.1_ASM41265v1_genomic.gff.gz	GCF_000412655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/655/GCF_000412655.1_ASM41265v1/GCF_000412655.1_ASM41265v1_genomic.fna.gz	93.8	3.9	89.9	6.2	0.0
109480	Myotis emarginatus	aed079aa67fad541a9888d309deba709	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Myotis_emarginatus/GCA_965115925.2/ensembl/geneset/2025_12/genes.gff3.gz	GCA_965115925.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/115/925/GCA_965115925.2_mMyoEma1.hap1.2/GCA_965115925.2_mMyoEma1.hap1.2_genomic.fna.gz	98.4	3.9	94.6	1.6	0.0
109481	Myotis nattereri	9b95e6e5199fbb8783a2b6124fa4be3a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/212/035/GCF_964212035.1_mMyoNat1.hap1.2/GCF_964212035.1_mMyoNat1.hap1.2_genomic.gff.gz	GCF_964212035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/212/035/GCF_964212035.1_mMyoNat1.hap1.2/GCF_964212035.1_mMyoNat1.hap1.2_genomic.fna.gz	100.0	9.3	90.7	0.0	0.0
109678	Phodopus roborovskii	9ee2e3491e11b724bcc800e142206698	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/737/965/GCF_943737965.1_PHOROB/GCF_943737965.1_PHOROB_genomic.gff.gz	GCF_943737965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/737/965/GCF_943737965.1_PHOROB/GCF_943737965.1_PHOROB_genomic.fna.gz	99.2	7.8	91.5	0.8	0.0
110931	Cynocephalus volans	a2b9e1d85af99cbbe61d8886544803db	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cynocephalus_volans/GCA_027409185.1/ensembl/geneset/2024_02/genes.gff3.gz	GCA_027409185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/409/185/GCA_027409185.1_mCynVol1.pri/GCA_027409185.1_mCynVol1.pri_genomic.fna.gz	98.4	3.9	94.6	0.0	1.6
111838	Microtus oregoni	efee097580416f18a8d829b7d63928e0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/167/655/GCF_018167655.1_Mior012/GCF_018167655.1_Mior012_genomic.gff.gz	GCF_018167655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/167/655/GCF_018167655.1_Mior012/GCF_018167655.1_Mior012_genomic.fna.gz	100.0	16.3	83.7	0.0	0.0
118797	Lipotes vexillifer	2cd71646af4425c7107f35595c2ed437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/215/GCF_000442215.2_Lipotes_vexillifer_v1.1/GCF_000442215.2_Lipotes_vexillifer_v1.1_genomic.gff.gz	GCF_000442215.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/215/GCF_000442215.2_Lipotes_vexillifer_v1.1/GCF_000442215.2_Lipotes_vexillifer_v1.1_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
124745	Corynorhinus townsendii	7231dd7b998b825548a195b32d55f5db	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/230/055/GCA_026230055.2_mCorTow1.1.hap1/GCA_026230055.2_mCorTow1.1.hap1_genomic.gff.gz	GCA_026230055.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/230/055/GCA_026230055.2_mCorTow1.1.hap1/GCA_026230055.2_mCorTow1.1.hap1_genomic.fna.gz	100.0	2.3	97.7	0.0	0.0
127582	Trichechus manatus latirostris	5913f77e78ba4384d2d09a3a543ed902	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/295/GCF_000243295.1_TriManLat1.0/GCF_000243295.1_TriManLat1.0_genomic.gff.gz	GCF_000243295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/295/GCF_000243295.1_TriManLat1.0/GCF_000243295.1_TriManLat1.0_genomic.fna.gz	97.7	0.8	96.9	2.3	0.0
130825	Ochotona curzoniae	b4df5592e972262ee39b8debb1854dd8	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/591/425/GCF_017591425.1_NIBS_Ocur_1.0/GCF_017591425.1_NIBS_Ocur_1.0_genomic.gff.gz	GCF_017591425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/591/425/GCF_017591425.1_NIBS_Ocur_1.0/GCF_017591425.1_NIBS_Ocur_1.0_genomic.fna.gz	100.0	9.3	90.7	0.0	0.0
132908	Pteropus vampyrus	2be2660c124b76f051848acb7519b081	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/845/GCF_000151845.1_Pvam_2.0/GCF_000151845.1_Pvam_2.0_genomic.gff.gz	GCF_000151845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/845/GCF_000151845.1_Pvam_2.0/GCF_000151845.1_Pvam_2.0_genomic.fna.gz	92.2	3.9	88.4	7.8	0.0
143281	Canis lupus baileyi	ef104d27bfef988b61d69a1e3b6fee39	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/164/855/GCF_048164855.1_mCanLup2.hap1/GCF_048164855.1_mCanLup2.hap1_genomic.gff.gz	GCF_048164855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/164/855/GCF_048164855.1_mCanLup2.hap1/GCF_048164855.1_mCanLup2.hap1_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
143287	Cavia tschudii	8bf5d3c67dcab35250ec79f7a47de163	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cavia_tschudii/GCA_004027695.1/ensembl/geneset/2021_01/genes.gff3.gz	GCA_004027695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/695/GCA_004027695.1_CavTsc_v1_BIUU/GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna.gz	90.7	0.8	89.9	7.8	1.6
143291	Pteropus medius	f9c4940cdcfbb4afbe83409b4389071f	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/729/225/GCF_902729225.1_Ma_sr-lr_union100/GCF_902729225.1_Ma_sr-lr_union100_genomic.gff.gz	GCF_902729225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/729/225/GCF_902729225.1_Ma_sr-lr_union100/GCF_902729225.1_Ma_sr-lr_union100_genomic.fna.gz	98.4	3.1	95.3	0.8	0.8
143292	Manis pentadactyla	673430bf32c9a85db2c488684962f6cd	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/395/GCF_030020395.1_mManPen7.hap1/GCF_030020395.1_mManPen7.hap1_genomic.gff.gz	GCF_030020395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/020/395/GCF_030020395.1_mManPen7.hap1/GCF_030020395.1_mManPen7.hap1_genomic.fna.gz	99.2	3.9	95.3	0.8	0.0
143302	Condylura cristata	66e521cb1f5b266ee4c00ff72f4931a4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/355/GCF_000260355.1_ConCri1.0/GCF_000260355.1_ConCri1.0_genomic.gff.gz	GCF_000260355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/355/GCF_000260355.1_ConCri1.0/GCF_000260355.1_ConCri1.0_genomic.fna.gz	94.6	0.8	93.8	4.7	0.8
146134	Eospalax fontanierii	ccf3838c8ae8aed5110e001c3279f537	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Eospalax_fontanierii/GCA_035773235.1/ensembl/geneset/2024_07/genes.gff3.gz	GCA_035773235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/773/235/GCA_035773235.1_ASM3577323v1/GCA_035773235.1_ASM3577323v1_genomic.fna.gz	100.0	0.0	100.0	0.0	0.0
159337	Myotis yumanensis	6f441e9b6b45933650f0d40946f42abb	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/538/775/GCF_028538775.1_mMyoYum1.0.hap1/GCF_028538775.1_mMyoYum1.0.hap1_genomic.gff.gz	GCF_028538775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/538/775/GCF_028538775.1_mMyoYum1.0.hap1/GCF_028538775.1_mMyoYum1.0.hap1_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
173903	Rhinopoma microphyllum	a19108f1efa808b30d880ed9d3b910a7	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/880/545/GCA_043880545.1_ASM4388054v1/GCA_043880545.1_ASM4388054v1_genomic.gff.gz	GCA_043880545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/880/545/GCA_043880545.1_ASM4388054v1/GCA_043880545.1_ASM4388054v1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
175524	Hipposideros larvatus	205486928d043f28abdae5e6f9d28586	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/876/335/GCA_031876335.1_mHipLar1.pri/GCA_031876335.1_mHipLar1.pri_genomic.gff.gz	GCA_031876335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/876/335/GCA_031876335.1_mHipLar1.pri/GCA_031876335.1_mHipLar1.pri_genomic.fna.gz	98.4	1.6	96.9	1.6	0.0
185453	Chrysochloris asiatica	69401e504b1f6aae98b643f18efcb7b1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/735/GCF_000296735.1_ChrAsi1.0/GCF_000296735.1_ChrAsi1.0_genomic.gff.gz	GCF_000296735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/735/GCF_000296735.1_ChrAsi1.0/GCF_000296735.1_ChrAsi1.0_genomic.fna.gz	96.1	2.3	93.8	3.1	0.8
186990	Hipposideros armiger	a8297e675479e6510eba893688609783	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/085/GCF_001890085.2_ASM189008v1/GCF_001890085.2_ASM189008v1_genomic.gff.gz	GCF_001890085.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/085/GCF_001890085.2_ASM189008v1/GCF_001890085.2_ASM189008v1_genomic.fna.gz	93.0	1.6	91.5	5.4	1.6
187003	Taphozous melanopogon	65f5e7ee8d048976cc7114106c12d74d	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Taphozous_melanopogon/GCA_044509165.1/ensembl/geneset/2025_04/genes.gff3.gz	GCA_044509165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/509/165/GCA_044509165.1_WHU_Tmel_v1/GCA_044509165.1_WHU_Tmel_v1_genomic.fna.gz	97.7	3.1	94.6	0.8	1.6
188568	Aselliscus stoliczkanus	e84833a9d5a3a869eaa34e446eaf2620	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/727/835/GCA_043727835.1_ASM4372783v1/GCA_043727835.1_ASM4372783v1_genomic.gff.gz	GCA_043727835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/727/835/GCA_043727835.1_ASM4372783v1/GCA_043727835.1_ASM4372783v1_genomic.fna.gz	100.0	11.6	88.4	0.0	0.0
191816	Lynx pardinus	e9ea842ce6cbc087c9d4384c826557be	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/661/375/GCA_900661375.1_LYPA1.0/GCA_900661375.1_LYPA1.0_genomic.gff.gz	GCA_900661375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/661/375/GCA_900661375.1_LYPA1.0/GCA_900661375.1_LYPA1.0_genomic.fna.gz					
191870	Gracilinanus agilis	7d797e1434ae8f2351ff0667a07c5a1d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/433/145/GCF_016433145.1_AgileGrace/GCF_016433145.1_AgileGrace_genomic.gff.gz	GCF_016433145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/433/145/GCF_016433145.1_AgileGrace/GCF_016433145.1_AgileGrace_genomic.fna.gz	98.4	12.4	86.0	1.6	0.0
192404	Sturnira hondurensis	c59b0064d88faccdd9da860b79fe4011	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/824/575/GCF_014824575.3_WHU_Shon_v2.1/GCF_014824575.3_WHU_Shon_v2.1_genomic.gff.gz	GCF_014824575.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/824/575/GCF_014824575.3_WHU_Shon_v2.1/GCF_014824575.3_WHU_Shon_v2.1_genomic.fna.gz	98.4	2.3	96.1	0.0	1.6
202257	Galemys pyrenaicus	87b938a4104191317431a8677250dadd	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/555/GCA_019455555.1_Gpyr_1.0/GCA_019455555.1_Gpyr_1.0_genomic.gff.gz	GCA_019455555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/555/GCA_019455555.1_Gpyr_1.0/GCA_019455555.1_Gpyr_1.0_genomic.fna.gz	91.5	1.6	89.9	7.0	1.6
202457	Plecturocebus cupreus	53efb18552ed091f9f68645dce99aff0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/455/GCA_040437455.1_PleCup_hybrid/GCA_040437455.1_PleCup_hybrid_genomic.gff.gz	GCA_040437455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/455/GCA_040437455.1_PleCup_hybrid/GCA_040437455.1_PleCup_hybrid_genomic.fna.gz	73.6	1.6	72.1	14.7	11.6
214514	Perognathus longimembris pacificus	4172c5de01389250b6e3db1a72fcb67a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/159/225/GCF_023159225.1_ASM2315922v1/GCF_023159225.1_ASM2315922v1_genomic.gff.gz	GCF_023159225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/159/225/GCF_023159225.1_ASM2315922v1/GCF_023159225.1_ASM2315922v1_genomic.fna.gz	100.0	5.4	94.6	0.0	0.0
225400	Myotis davidii	46e0448085ef952688561faf82d6634b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/345/GCF_000327345.1_ASM32734v1/GCF_000327345.1_ASM32734v1_genomic.gff.gz	GCF_000327345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/345/GCF_000327345.1_ASM32734v1/GCF_000327345.1_ASM32734v1_genomic.fna.gz	94.6	3.1	91.5	5.4	0.0
230172	Ovis ammon polii	623abfc428b7c286e4c09f2a3bbada37	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/565/GCA_028583565.1_CAU_O.ammon_polii_1.0/GCA_028583565.1_CAU_O.ammon_polii_1.0_genomic.gff.gz	GCA_028583565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/565/GCA_028583565.1_CAU_O.ammon_polii_1.0/GCA_028583565.1_CAU_O.ammon_polii_1.0_genomic.fna.gz	95.3	3.1	92.2	2.3	2.3
230844	Peromyscus maniculatus bairdii	799f40a55bd8e0b3cbd6d29dffd18ece	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/852/395/GCF_049852395.1_HU_Pman_BW_mat_3.1/GCF_049852395.1_HU_Pman_BW_mat_3.1_genomic.gff.gz	GCF_049852395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/852/395/GCF_049852395.1_HU_Pman_BW_mat_3.1/GCF_049852395.1_HU_Pman_BW_mat_3.1_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
246437	Tupaia belangeri chinensis	667fe5155c9cf65d7133796f19f7b095	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tupaia_chinensis/GCA_033439345.1/ensembl/geneset/2024_02/genes.gff3.gz	GCA_033439345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/345/GCA_033439345.1_KIZ_version_2/GCA_033439345.1_KIZ_version_2_genomic.fna.gz	94.6	0.8	93.8	3.9	1.6
